CellLine	HMSLid_CellLine	DrugName	HMSLid_Drug	GR50	GRmax	GRinf	Hill_GR	GR_AOC	GEC50	GR_r2	CtrlNDiv	BiolReplicate
SUM149PT	51082-1	GSK1070916	10062-101-3	3.8321	-0.59679	-1	1.0415	0.27653	11.0041	0.96374	2.9486	7917.001
SUM149PT	51082-1	GSK1070916	10062-101-3	6.1622	-0.45041	-0.88632	1.3171	0.16302	13.366	0.99601	2.0346	9830.001
SUM149PT	51082-1	GSK1838705	10255-101-1	5.8399	-0.81567	-0.83776	3.0364	0.41711	8.0755	0.98136	2.0794	7530.091
SUM149PT	51082-1	GSK2126458	10146-101-2	0.050605	-0.65419	-1	0.40787	0.66241	0.74814	0.99141	2.2038	7530.086
SUM149PT	51082-1	GSK461364	10013-101-3	0.0041505	-0.099005	0.022443	1.8466	0.6785	0.0040485	0.96848	2.9486	7917.001
SUM149PT	51082-1	GSK461364	10013-101-3	0.033231	-0.16881	-0.23238	3.6133	0.67171	0.036934	0.9906	2.0346	9830.001
SUM149PT	51082-1	GSK923295	10257-101-1	0.91062	-0.14459	-1	0.31375	0.32818	30.201	0.86934	2.9486	7917.001
SUM149PT	51082-1	GSK923295	10257-101-1	0.066861	-0.014333	0.3264	5	0.31003	0.054111	0.79739	2.0346	9830.001
SUM149PT	51082-1	GW-5074	10029-101-2	Inf	1.0459	1.0459	0	-0.023061	Inf	-0.82795	2.131	7530.088
SUM149PT	51082-1	Gefitinib	10098-101-2	11.89	0.27441	-1	0.42843	0.15532	154.4667	0.9529	2.9532	7917.016
SUM149PT	51082-1	Gefitinib	10098-101-2	2.0828	-0.18956	-1	0.49926	0.25125	18.8072	0.97183	1.9053	9830.019
SUM149PT	51082-1	Geldanamycin	10108-101-2	0.005746	-0.6166	-0.60148	1.9785	1.1551	0.0085651	0.99765	1.8343	9830.012
SUM149PT	51082-1	Gemcitabine	10252-101-1	0.11826	-0.073429	-0.12438	0.31579	0.66782	0.23897	0.93083	3.0479	7917.075
SUM149PT	51082-1	Gemcitabine	10252-101-1	0.021842	-0.23714	-0.24866	0.49442	0.75631	0.049418	0.94038	2.0792	9830.011
SUM149PT	51082-1	Glycyl-H-1152	10253-102-1	69.4285	0.63389	-0.99995	0.57818	0.067754	464.2256	0.9396	2.1256	10819.150
SUM149PT	51082-1	Glycyl-H-1152	10253-102-1	84.8732	0.52882	0.35487	0.90075	0.079378	21.497	0.94431	2.4144	11937.160
SUM149PT	51082-1	ICRF-193	10259-101-1	Inf	0.63751	0.65317	2.9383	0.11684	0.38976	0.98728	2.1209	10819.151
SUM149PT	51082-1	ICRF-193	10259-101-1	Inf	0.51453	0.52441	1.0599	0.16372	0.64532	0.98223	2.4025	11937.157
SUM149PT	51082-1	IKK16	10228-102-2	1.8728	-0.79951	-0.81991	1.9856	0.42731	3.0535	0.9985	2.1548	7530.093
SUM149PT	51082-1	Ibandronate	10258-110-1	256.929	0.059423	-0.66385	0.62172	0.19842	999.9865	0.97722	2.257	10819.143
SUM149PT	51082-1	Ibandronate	10258-110-1	263.8082	0.019942	-0.68892	0.65003	0.17841	1000	0.98577	2.3169	11937.143
SUM149PT	51082-1	Imatinib	10023-103-3	21.957	-0.85405	-0.84509	3.0685	0.39104	30.3133	0.99792	2.0794	7530.091
SUM149PT	51082-1	Ispinesib	10260-999-1	0.043927	-0.87204	-0.97997	0.50192	0.68209	0.38168	0.93468	2.0748	7530.067
SUM149PT	51082-1	Ixabepilone	10261-101-1	0.0090165	-0.78594	-0.92044	0.39086	0.85054	0.13037	0.91443	2.267	7530.095
SUM149PT	51082-1	JNK-IN-5A	10208-101-2	1.627	0.074563	0.1254	5	0.33224	1.5357	0.96613	2.2343	10819.144
SUM149PT	51082-1	JNK-IN-5A	10208-101-2	2.0287	-0.049945	0.12989	4.9993	0.2642	1.9102	0.86123	2.4293	11937.144
SUM149PT	51082-1	L-779450	10262-101-1	10.2783	0.10052	0.098343	4.9331	0.057367	9.832	0.98487	2.0505	10819.149
SUM149PT	51082-1	L-779450	10262-101-1	8.6657	-0.73511	-1	1.6463	0.22589	16.8899	0.99104	2.4516	11937.161
SUM149PT	51082-1	LBH589	10263-101-1	0.49933	-0.88867	-0.8475	2.2677	0.54728	0.77313	0.99789	2.068	10819.154
SUM149PT	51082-1	LBH589	10263-101-1	0.14898	-0.70053	-0.71336	1.4307	0.65128	0.27684	0.99869	2.5304	11937.154
SUM149PT	51082-1	Lestaurtinib	10230-101-2	0.20453	-0.9116	-1	0.58365	0.52858	1.3435	0.96168	2.068	10819.154
SUM149PT	51082-1	Lestaurtinib	10230-101-2	0.094283	-0.71341	-1	0.41768	0.58584	1.3084	0.98329	2.5304	11937.154
SUM149PT	51082-1	MG-132	10107-101-2	0.20433	-0.79616	-0.78092	2.9513	0.77927	0.28104	0.99836	2.1971	10819.145
SUM149PT	51082-1	MG-132	10107-101-2	0.12851	-0.80165	-0.77607	2.5035	0.81124	0.18684	0.99894	2.3618	11937.145
SUM149PT	51082-1	MG-132	10107-999-5	0.15156	-0.9935	-0.36463	5	0.70803	0.1691	0.59362	1.3873	14284.189
SUM149PT	51082-1	MG-132	10107-999-5	0.50417	-0.74063	-0.74403	4.9981	0.63369	0.60504	0.99929	2.3317	14652.189
SUM149PT	51082-1	MLN4924	10265-101-1	0.19664	-0.56302	-0.5771	0.75337	0.5936	0.54458	0.99714	2.095	10819.148
SUM149PT	51082-1	MLN4924	10265-101-1	0.30495	-0.54234	-0.53455	0.94307	0.55788	0.65928	0.99771	2.4451	11937.135
SUM149PT	51082-1	Mebendazole	10511-999-1	0.60392	-0.50691	-0.58957	0.83195	0.46207	1.5403	0.99091	1.0408	13123.174
SUM149PT	51082-1	Methotrexate	10264-101-1	Inf	0.90313	0.90313	0	0.061795	Inf	0.35295	2.1343	7530.085
SUM149PT	51082-1	Methylglyoxal	10512-999-1	176.036	-0.99999	-1	1.7598	0.90862	328.6483	0.90963	0.6208	13123.184
SUM149PT	51082-1	NSC 663284	10266-101-1	2.2171	-0.86976	-0.8529	2.2686	0.54709	3.4383	0.99876	2.0116	10819.152
SUM149PT	51082-1	NSC 663284	10266-101-1	1.9953	-0.80383	-0.79191	2.5716	0.55378	2.8861	0.99938	2.22	11937.159
SUM149PT	51082-1	NU6102	10267-101-1	14.8912	-0.6948	-1	1.8319	0.21398	27.1256	0.98076	2.1652	10819.147
SUM149PT	51082-1	NU6102	10267-101-1	9.139	-0.82748	-1	1.4546	0.2674	19.4493	0.96122	2.3986	11937.147
SUM149PT	51082-1	Nelfinavir	10513-999-1	8.9689	-0.9926	-0.99998	4.9996	0.12363	11.173	0.99535	1.0408	13123.174
SUM149PT	51082-1	Nilotinib	10099-101-2	Inf	0.98657	0.98657	0	0.016159	Inf	0.082571	2.1971	10819.145
SUM149PT	51082-1	Nilotinib	10099-101-2	Inf	0.34369	0.50755	5	0.13304	4.1165	0.88404	2.3618	11937.145
SUM149PT	51082-1	Nutlin 3a	10268-101-1	28.7549	-0.22	-0.99993	1.8354	0.099915	52.3179	0.99417	1.971	7530.066
SUM149PT	51082-1	Olomoucine II	10344-101-1	7.0723	-0.76055	-0.76104	4.1293	0.366	8.8482	0.99854	2.1652	10819.147
SUM149PT	51082-1	Olomoucine II	10344-101-1	6.1536	-0.73776	-0.74407	2.4499	0.35985	8.9273	0.99883	2.3986	11937.147
SUM149PT	51082-1	Oxaliplatin	10269-101-1	3.8469	-0.72202	-0.94224	0.69749	0.57148	17.568	0.98618	3.0479	7917.075
SUM149PT	51082-1	Oxaliplatin	10269-101-1	2.2877	-0.77658	-1	0.61557	0.61959	13.6299	0.97915	2.0792	9830.011
SUM149PT	51082-1	Oxamflatin	10270-101-1	1.158	-0.84055	-0.88461	1.4453	0.51144	2.3431	0.99737	2.1652	10819.147
SUM149PT	51082-1	Oxamflatin	10270-101-1	0.46519	-0.72598	-0.78345	1.0392	0.56851	1.1524	0.99805	2.3986	11937.147
SUM149PT	51082-1	PD 98059	10271-101-2	Inf	0.76514	0.18541	0.54967	0.046668	259.81	0.90234	2.0116	10819.152
SUM149PT	51082-1	PD 98059	10271-101-2	Inf	0.54325	0.52702	1.3734	0.10271	6.9318	0.98284	2.22	11937.159
SUM149PT	51082-1	PD173074	10026-101-3	8.4456	-0.36199	-0.37116	4.0415	0.097609	9.6893	0.99685	2.1548	7530.093
SUM149PT	51082-1	PD184352	10048-101-7	21.1751	0.40885	-0.99841	0.48681	0.10517	201.8295	0.93194	2.0561	10819.155
SUM149PT	51082-1	PD184352	10048-101-7	41.5788	0.44281	-0.64513	0.2606	0.16631	999.6999	0.85359	2.4784	11937.155
SUM149PT	51082-1	PP242	10345-111-3	0.017336	-0.37908	-1	0.2303	0.69516	2.0449	0.99331	1.9588	15357.211
SUM149PT	51082-1	PS-1145	10514-102-1	Inf	0.94256	0.94256	0	0.04881	Inf	-2.6793e-06	2.0424	7530.065
SUM149PT	51082-1	Pemetrexed	10272-999-1	Inf	0.81804	0.83614	0.47292	0.065529	12.6633	0.82733	2.267	7530.095
SUM149PT	51082-1	Purvalanol A	10273-101-1	12.664	-0.26021	-0.26288	2.5691	0.23875	14.9277	0.99921	2.0748	7530.067
SUM149PT	51082-1	QNZ	10515-101-1	11.1229	-0.079041	-1	1.0927	0.19667	30.3991	0.86026	2.1549	7530.096
SUM149PT	51082-1	Rapamycin	10052-101-3	9.1183	-0.6188	-0.62391	3.2831	0.40181	11.6696	0.97419	2.9241	7917.068
SUM149PT	51082-1	Ribavirin	10516-999-1	162.9677	0.59342	0.46098	1.2092	0.071162	19.7727	0.91881	1.9588	15357.211
SUM149PT	51082-1	SB-3CT	10274-101-1	Inf	0.80223	0.80223	0	0.07918	Inf	0.50643	2.2343	10819.144
SUM149PT	51082-1	SB-3CT	10274-101-1	43.6324	0.25219	0.083607	1.5754	0.087167	38.848	0.98312	2.4293	11937.144
SUM149PT	51082-1	Selumetinib	10056-101-2	0.67011	0.032909	-0.04152	0.67945	0.34525	0.75359	0.99278	2.0561	10819.155
SUM149PT	51082-1	Selumetinib	10056-101-2	1.6122	0.28783	0.18741	0.46991	0.29755	0.59332	0.98752	2.4784	11937.155
SUM149PT	51082-1	Sigma A6730	10035-109-2	12.4767	-0.40574	-0.69074	1.4696	0.17339	22.5176	0.99756	2.069	10819.153
SUM149PT	51082-1	Sigma A6730	10035-109-2	9.8646	-0.90923	-1	2.0159	0.24313	17.0124	0.99486	2.2386	11937.158
SUM149PT	51082-1	Sorafenib	10008-104-3	19.9587	-0.80649	-1	1.0789	0.29051	55.2531	0.98736	2.1343	7530.085
SUM149PT	51082-1	Sunitinib	10175-106-3	3.0805	-0.86306	-0.90128	1.5633	0.49437	5.9554	0.9984	2.0748	7530.067
SUM149PT	51082-1	TAPI-0	10519-101-1	Inf	0.69823	0.66474	1.2142	0.062974	5.6691	0.84424	2.1549	7530.096
SUM149PT	51082-1	TCS 2312	10276-101-1	0.30156	-0.85161	-0.89074	1.1176	0.55269	0.75317	0.9959	2.0116	10819.152
SUM149PT	51082-1	TCS 2312	10276-101-1	0.24761	-0.78527	-0.79808	1.3174	0.56083	0.51084	0.99662	2.22	11937.159
SUM149PT	51082-1	TCS PIM-1 1	10520-101-1	Inf	0.82516	0.82399	4.0543	0.030731	19.6852	0.66799	2.095	10819.148
SUM149PT	51082-1	TCS PIM-1 1	10520-101-1	Inf	0.53069	0.53043	4.9956	0.044144	29.4153	0.97939	2.4451	11937.135
SUM149PT	51082-1	TPCA-1	10136-101-2	2.2454	0.17478	0.16704	1.2479	0.22878	1.621	0.99707	2.1548	7530.093
SUM149PT	51082-1	Taxol	10102-101-3	0.0086657	-0.19899	-0.13462	4.9998	0.71845	0.0090889	0.98732	1.9252	9830.002
SUM149PT	51082-1	Temsirolimus	10277-101-1	11.0358	-0.90537	-1	1.2517	0.35916	26.5443	0.95424	2.2343	10819.144
SUM149PT	51082-1	Temsirolimus	10277-101-1	7.3908	-0.77835	-0.80384	2.0312	0.44047	11.8475	0.94595	2.4293	11937.144
SUM149PT	51082-1	Tozasertib	10021-101-5	14.3188	0.27805	-1	0.61003	0.12093	86.7017	0.99265	2.1256	10819.150
SUM149PT	51082-1	Tozasertib	10021-101-5	12.0443	0.20733	-1	0.58046	0.13122	79.9366	0.93874	2.4144	11937.160
SUM149PT	51082-1	Trametinib	10142-999-2	0.57635	0.30865	0.32366	0.40099	0.30896	0.042847	0.9486	2.7707	7917.050
SUM149PT	51082-1	Trametinib	10142-999-2	0.014313	0.25324	0.27037	0.89363	0.44236	0.0059919	0.99069	1.8343	9830.012
SUM149PT	51082-1	Trichostatin A	10279-101-1	6.5015	-0.84114	-0.798	2.0956	0.86121	10.2497	0.99794	2.0424	7530.065
SUM149PT	51082-1	Triciribine	10280-101-1	0.37863	-0.12565	0.025266	5	0.32748	0.37472	0.86944	2.0964	7530.074
SUM149PT	51082-1	Valproic acid	10346-110-1	648.998	-0.65591	-0.35639	1.2447	0.27583	1000	0.87652	2.257	10819.143
SUM149PT	51082-1	Valproic acid	10346-110-1	673.0172	-0.75117	-0.36606	1.3873	0.24808	1000	0.85053	2.3169	11937.143
SUM149PT	51082-1	Vinorelbine	10281-101-1	0.076683	-0.64828	-1	0.2984	0.55837	3.0454	0.80925	2.8573	7917.018
SUM149PT	51082-1	Vinorelbine	10281-101-1	0.0070669	-0.89872	-1	0.29014	1.0978	0.31165	0.7971	1.716	9830.006
SUM149PT	51082-1	Vorinostat	10282-101-1	104.3615	-0.86217	-0.8573	1.3476	0.65407	218.9607	0.99812	2.0424	7530.065
SUM149PT	51082-1	XRP44X	10283-101-1	1.0804	0.13516	0.22493	2.3653	0.3098	0.83918	0.98301	2.1209	10819.151
SUM149PT	51082-1	XRP44X	10283-101-1	1.551	0.34675	0.23198	5	0.27114	1.3692	0.92941	2.4025	11937.157
SUM149PT	51082-1	Z-Leu-Leu-Norvalinal	10348-999-1	0.36137	-0.96918	-0.96036	1.7075	0.70338	0.67697	0.9985	1.3873	14284.189
SUM149PT	51082-1	Z-Leu-Leu-Norvalinal	10348-999-1	5.5269	-0.72732	-0.74712	5	0.34619	6.6355	0.99453	2.3317	14652.189
SUM149PT	51082-1	ZM-447439	10096-101-2	Inf	0.87939	0.76888	0.34549	0.037507	27.2604	0.82823	2.1256	10819.150
SUM149PT	51082-1	ZM-447439	10096-101-2	Inf	0.40657	0.61654	0.90847	0.15481	1.1991	0.63977	2.4144	11937.160
SUM159PT	51083-1	(Z)-4-Hydroxytamoxifen	10275-101-1	75.3661	-0.52124	-0.99998	2.8314	0.16528	111.0927	0.90459	3.119	7918.016
SUM159PT	51083-1	(Z)-4-Hydroxytamoxifen	10275-101-1	Inf	0.65755	0.65755	0	0.056723	Inf	0.52534	3.5497	7919.016
SUM159PT	51083-1	(Z)-4-Hydroxytamoxifen	10275-101-1	Inf	0.85025	0.767	4.796	-0.023021	147.8471	0.62938	4.323	7920.016
SUM159PT	51083-1	(Z)-4-Hydroxytamoxifen	10275-101-1	Inf	0.80284	0.75232	4.9987	0.069526	2.542	0.71538	2.8524	9042.016
SUM159PT	51083-1	17-AAG	10236-101-1	0.042346	-0.24122	-0.19891	3.2195	0.71558	0.046989	0.98766	2.8917	7918.037
SUM159PT	51083-1	17-AAG	10236-101-1	0.04167	-0.4725	-0.26567	2.0719	0.72843	0.051186	0.97912	3.7375	7919.040
SUM159PT	51083-1	17-AAG	10236-101-1	0.069496	-0.14658	-0.022031	3.1217	0.56582	0.070462	0.98712	4.1624	7920.050
SUM159PT	51083-1	17-AAG	10236-101-1	0.012342	-0.2937	-0.21243	1.3656	0.82028	0.015995	0.98344	3.1161	9042.050
SUM159PT	51083-1	5-DFUR	10237-101-1	117.4938	0.01968	-0.055051	0.62664	0.30604	138.8055	0.99242	4.1426	11057.143
SUM159PT	51083-1	5-FU	10238-101-1	55.4969	-0.061119	0.023056	0.55953	0.44294	51.0066	0.92776	3.1833	7918.017
SUM159PT	51083-1	5-FU	10238-101-1	68.1981	-0.033489	-0.015473	0.72911	0.42975	71.1091	0.99044	3.7958	7919.017
SUM159PT	51083-1	5-FU	10238-101-1	130.2421	0.14148	0.1407	0.73358	0.36131	83.0067	0.99711	4.3955	7920.130
SUM159PT	51083-1	AG1024	10239-101-1	Inf	1.0194	1.0194	0	-0.025595	Inf	-1.3735	3.3129	7531.066
SUM159PT	51083-1	AG1478	10223-101-2	Inf	0.68254	0.68254	0	0.11608	Inf	0.29051	3.119	7918.016
SUM159PT	51083-1	AG1478	10223-101-2	32.5588	-0.44647	-1	1.2249	0.19311	79.8327	0.98947	3.5497	7919.016
SUM159PT	51083-1	AG1478	10223-101-2	25.9087	-0.22254	-0.28984	1.8023	0.16053	33.3904	0.99705	4.323	7920.016
SUM159PT	51083-1	AG1478	10223-101-2	12.5392	0.23301	0.42057	5	0.16382	8.679	0.82519	2.8524	9042.016
SUM159PT	51083-1	AS-252424	10240-101-1	10.817	0.37437	0.36782	2.2237	0.13204	5.9466	0.94995	3.6374	10520.141
SUM159PT	51083-1	AS-252424	10240-101-1	Inf	0.47353	0.57882	5	0.092838	3.0669	0.91044	3.8594	11057.158
SUM159PT	51083-1	Afatinib	10133-101-2	3.934	-0.73428	-0.78854	1.5717	0.32934	7.1848	0.99762	3.8594	11057.158
SUM159PT	51083-1	BEZ235	10232-101-2	0.064947	0.13369	0.1744	1.3579	0.46334	0.047356	0.91584	4.1614	11057.155
SUM159PT	51083-1	Baicalein	10343-101-1	49.2131	-0.59682	-0.61586	4.2745	0.099722	59.3805	0.99249	3.3637	10520.072
SUM159PT	51083-1	Baicalein	10343-101-1	240.8813	0.66044	0.31712	2.7765	0.0050074	167.6783	0.95631	4.023	11057.072
SUM159PT	51083-1	Baicalein	10343-101-1	234.3678	0.68198	0.39913	4.3786	-0.0035054	162.6014	0.90443	3.4904	7531.073
SUM159PT	51083-1	Bortezomib	10241-101-4	0.0017476	-0.71418	-0.72549	1.665	1.3482	0.0029942	0.99718	3.0799	14921.203
SUM159PT	51083-1	Bortezomib	10241-101-1	0.058216	-0.7953	-0.81817	1.2165	1.0082	0.12916	0.99787	3.2488	7531.074
SUM159PT	51083-1	Bosutinib	10189-101-2	3.3518	-0.66053	-0.68161	1.9876	0.41737	5.1664	0.98529	3.8266	11057.145
SUM159PT	51083-1	CGC-11047	10243-999-1	113.8123	-0.57266	-1	0.64756	0.40138	620.8446	0.97929	3.0213	7918.018
SUM159PT	51083-1	CGC-11047	10243-999-1	640.1818	-0.31589	-0.31413	1.0931	0.20514	1000	0.82494	4.3723	7920.018
SUM159PT	51083-1	CGC-11047	10243-999-1	346.4661	-0.77731	-0.83882	0.92921	0.34847	1000	0.75083	3.2484	9042.018
SUM159PT	51083-1	CGC-11047	10243-999-1	276.7009	-0.61177	-0.78583	0.73516	0.31381	1000	0.81257	2.2318	9844.034
SUM159PT	51083-1	CPT-11	10246-101-1	5.4508	-0.42769	-0.46121	1.6947	0.24314	8.0159	0.99492	2.9756	7918.007
SUM159PT	51083-1	CPT-11	10246-101-1	Inf	0.6665	0.66519	2.559	0.048828	8.5224	0.9824	3.1744	7919.043
SUM159PT	51083-1	CPT-11	10246-101-1	3.8827	-0.49325	-0.59648	1.1228	0.28315	7.8139	0.9823	2.2318	9844.034
SUM159PT	51083-1	Carboplatin	10242-101-1	37.4073	-0.50342	-0.4737	3.1542	0.38405	46.2086	0.98825	2.8897	7918.011
SUM159PT	51083-1	Carboplatin	10242-101-1	36.2703	-0.43271	-0.44685	2.2545	0.37255	48.1452	0.99968	3.6508	7919.011
SUM159PT	51083-1	Carboplatin	10242-101-1	70.4061	-0.28871	-0.29314	2.4562	0.28513	84.9556	0.99912	4.5785	7920.075
SUM159PT	51083-1	Carboplatin	10242-101-1	27.2922	-0.58136	-0.56739	2.2904	0.41363	38.0046	0.99762	2.4889	9844.021
SUM159PT	51083-1	Celecoxib	10503-101-1	Inf	0.93702	0.93702	0	0.017043	Inf	0.11576	4.0331	10520.136
SUM159PT	51083-1	Cetuximab	80027-1	Inf	0.92781	0.92781	0	0.032134	Inf	0.14557	3.0213	7918.018
SUM159PT	51083-1	Cetuximab	80027-1	Inf	0.95349	0.77574	0.68895	0.0059739	4.9152	0.81494	3.7203	7919.042
SUM159PT	51083-1	Cetuximab	80027-1	Inf	0.94915	0.94915	0	0.010842	Inf	0.47814	4.3723	7920.018
SUM159PT	51083-1	Cetuximab	80027-1	Inf	0.77324	0.77324	0	0.13794	Inf	0.091094	3.2484	9042.018
SUM159PT	51083-1	Chk2 inhibitor II	10504-111-1	Inf	0.9128	0.9128	0	0.057991	Inf	0.40267	3.7031	10520.140
SUM159PT	51083-1	Cisplatin	10245-101-1	2.312	-0.60441	-0.82536	0.61814	0.49405	11.1916	0.98093	3.1833	7918.017
SUM159PT	51083-1	Cisplatin	10245-101-1	3.8759	-0.55725	-0.4798	1.5126	0.41013	6.0468	0.99284	3.7958	7919.017
SUM159PT	51083-1	Cisplatin	10245-101-1	6.3461	-0.36836	-0.34752	1.3011	0.34727	9.5202	0.99517	4.3955	7920.130
SUM159PT	51083-1	Cisplatin	10245-101-1	4.7205	-0.62461	-0.58698	1.2677	0.39364	8.7103	0.9938	2.4889	9844.021
SUM159PT	51083-1	Dichloroacetate	10506-110-1	Inf	0.94221	0.94623	0.82571	0.010463	0.075822	0.59809	3.4179	13004.176
SUM159PT	51083-1	Dichloroacetate	10506-110-1	Inf	0.91559	0.91559	0	0.018971	Inf	0.31405	3.2146	13054.176
SUM159PT	51083-1	Disulfiram	10507-999-1	1.9571	-0.84058	-1	0.75756	0.43409	8.3449	0.89188	3.2757	13004.174
SUM159PT	51083-1	Disulfiram	10507-999-1	0.1485	0.45167	0.38483	5	0.30951	0.11072	0.89923	3.1161	13054.174
SUM159PT	51083-1	Docetaxel	10247-101-1	0.0014593	-0.069322	-0.084286	1.4851	0.73649	0.0016207	0.99606	3.1387	13004.002
SUM159PT	51083-1	Docetaxel	10247-101-1	0.00079966	-0.11348	-0.11131	1.6186	0.80067	0.00090539	0.99741	3.0574	13054.002
SUM159PT	51083-1	Docetaxel	10247-101-1	0.008589	-0.072321	-0.12586	1.4569	0.59575	0.01002	0.98928	2.8377	7918.002
SUM159PT	51083-1	Docetaxel	10247-101-1	0.0030047	-0.14459	-0.17434	2.9893	0.72643	0.0033209	0.99753	2.4608	9844.002
SUM159PT	51083-1	Doxorubicin	10248-101-1	0.10887	-0.682	-0.49744	0.82776	0.67242	0.25075	0.9603	2.9756	7918.007
SUM159PT	51083-1	Doxorubicin	10248-101-1	0.64675	-0.25258	-0.28952	0.79759	0.4315	1.1468	0.98884	3.1744	7919.043
SUM159PT	51083-1	Doxorubicin	10248-101-1	0.097132	-0.69884	-0.3868	1.827	0.6763	0.13291	0.95487	2.2318	9844.034
SUM159PT	51083-1	Epirubicin	10249-999-1	0.16444	-0.37927	-0.035947	1.6707	0.59244	0.17142	0.79886	3.1833	7918.017
SUM159PT	51083-1	Epirubicin	10249-999-1	0.18887	-0.69125	-0.39733	1.9428	0.67974	0.25521	0.95915	3.7958	7919.017
SUM159PT	51083-1	Erlotinib	10097-102-3	Inf	0.53802	0.53111	1.9151	0.076176	6.9887	0.98663	3.314	7531.091
SUM159PT	51083-1	Etoposide	10250-101-1	1.7678	-0.61682	-0.71817	0.60741	0.50279	7.6581	0.99001	3.2488	7531.074
SUM159PT	51083-1	Everolimus	10235-101-2	14.0844	-0.76262	-1	1.8765	0.31942	25.2927	0.83822	3.5568	11057.156
SUM159PT	51083-1	FR180204	10110-101-1	Inf	0.82834	0.82834	0	0.067046	Inf	0.5419	3.7823	10520.137
SUM159PT	51083-1	FR180204	10110-101-1	138.4322	0.77328	-0.46541	0.73028	0.046673	340.8115	0.75508	4.1019	11057.149
SUM159PT	51083-1	FTase Inhibitor I	10508-101-1	13.2408	-0.75912	-0.93248	3.6518	0.1331	17.664	0.99289	3.1766	10520.142
SUM159PT	51083-1	FTase Inhibitor I	10508-101-1	8.0813	-0.55047	-0.55954	4.1437	0.14095	9.6871	0.99764	3.8498	11057.154
SUM159PT	51083-1	Fascaplysin	10251-112-1	0.68336	-0.7688	-0.82394	1.6128	0.45459	1.2499	0.99682	3.5188	7531.085
SUM159PT	51083-1	GM6001	10509-101-1	Inf	0.91994	0.91994	0	0.034855	Inf	0.08348	3.5504	7531.096
SUM159PT	51083-1	GSK1070916	10062-101-3	4.1659	-0.55561	-1	1.0539	0.2355	11.815	0.97849	2.8818	7918.001
SUM159PT	51083-1	GSK1070916	10062-101-3	7.6087	-0.051642	-1	0.75753	0.16908	32.4449	0.95217	4.4085	7920.001
SUM159PT	51083-1	GSK1070916	10062-101-3	2.3125	-0.53531	-1	0.74147	0.28115	10.1758	0.95494	2.3587	9844.001
SUM159PT	51083-1	GSK1838705	10255-101-1	3.908	-0.78881	-0.78397	5	0.45539	4.7192	0.9983	3.314	7531.091
SUM159PT	51083-1	GSK1838705	10255-101-1	21.5591	0.28415	-0.023068	0.72978	0.1038	22.9336	0.92365	3.4793	7531.098
SUM159PT	51083-1	GSK2126458	10146-101-2	0.059806	-0.16543	-0.12323	1.734	0.51199	0.067908	0.99036	2.3483	10520.087
SUM159PT	51083-1	GSK2126458	10146-101-2	0.020356	-0.013299	0.0051015	1.1296	0.57074	0.020172	0.99818	3.3103	7531.086
SUM159PT	51083-1	GSK461364	10013-101-3	0.048511	-0.65461	-0.40038	1.2227	0.61179	0.078481	0.9593	2.8818	7918.001
SUM159PT	51083-1	GSK461364	10013-101-3	0.033202	0.082024	0.072355	1.1683	0.50042	0.029044	0.99487	4.4085	7920.001
SUM159PT	51083-1	GSK461364	10013-101-3	0.034852	-0.69483	-0.40475	5	0.72536	0.039241	0.97188	2.3587	9844.001
SUM159PT	51083-1	GSK923295	10257-101-1	0.19174	-0.54059	-1	0.36908	0.45253	3.762	0.84716	2.8818	7918.001
SUM159PT	51083-1	GSK923295	10257-101-1	0.044952	0.027055	0.20286	2.8919	0.40239	0.037548	0.96467	4.4085	7920.001
SUM159PT	51083-1	GSK923295	10257-101-1	0.062334	-0.57768	-0.14128	1.322	0.49517	0.075244	0.88613	2.3587	9844.001
SUM159PT	51083-1	GW-5074	10029-101-2	40.3311	0.74401	-0.23106	4.9988	0.010008	43.5155	0.83404	3.3184	7531.088
SUM159PT	51083-1	GW843682X	10014-101-3	Inf	0.65459	0.58861	0.58591	0.12019	1.5905	0.82118	3.6491	10520.139
SUM159PT	51083-1	Gefitinib	10098-101-2	7.3399	-0.45707	-1	1.3483	0.16447	16.5796	0.98984	3.119	7918.016
SUM159PT	51083-1	Gefitinib	10098-101-2	12.8762	-0.25074	-0.99999	1.6924	0.11327	24.6439	0.9971	3.5497	7919.016
SUM159PT	51083-1	Gefitinib	10098-101-2	27.507	0.33803	-0.83783	2.1423	0.027011	43.5476	0.97769	4.323	7920.016
SUM159PT	51083-1	Gefitinib	10098-101-2	9.9191	0.094205	0.033723	2.1769	0.089943	9.606	0.9684	2.8524	9042.016
SUM159PT	51083-1	Geldanamycin	10108-101-2	0.0071258	-0.25752	-0.03638	2.2014	0.74755	0.0073569	0.8332	2.9753	7918.012
SUM159PT	51083-1	Geldanamycin	10108-101-2	0.0059407	-0.23746	-0.24601	2.7121	0.92684	0.0068852	0.99915	3.7375	7919.040
SUM159PT	51083-1	Geldanamycin	10108-101-2	0.011027	-0.44847	-0.45597	1.8263	0.98551	0.015725	0.99698	2.2776	9844.012
SUM159PT	51083-1	Gemcitabine	10252-101-1	0.01289	0.10618	0.21693	4.9998	0.54657	0.011504	0.92952	2.8897	7918.011
SUM159PT	51083-1	Gemcitabine	10252-101-1	0.011294	0.17907	0.1893	3.7073	0.60002	0.0099341	0.99809	3.6508	7919.011
